datetime,Open,High,Low,Close,Volume
2025-03-08 22:23:46.806230+00:00,100.0,101.39344900434976,100.85940361933052,101.00847952884531,4294850
2025-03-08 22:38:46.806230+00:00,101.00847952884531,101.43272793864229,100.52354451253899,100.73962149105333,4496570
2025-03-08 22:53:46.806230+00:00,100.73962149105333,103.39843927418536,101.11718442361844,102.06327394861012,3045330
2025-03-08 23:08:46.806230+00:00,102.06327394861012,106.43994875360917,104.39123664785527,105.23053879606302,9815612
2025-03-08 23:23:46.806230+00:00,105.23053879606302,105.06197267867114,104.18865650424115,104.74936360570564,8533540
2025-03-08 23:38:46.806230+00:00,104.74936360570564,105.69434362190981,104.25833656267501,104.27042286576902,9648985
2025-03-08 23:53:46.806230+00:00,104.27042286576902,109.67246904519487,106.32273511080476,107.62704896745035,9778137
2025-03-09 00:08:46.806230+00:00,107.62704896745035,110.93506622396995,109.25905084432391,109.30265602143211,2478130
2025-03-09 00:23:46.806230+00:00,109.30265602143211,108.55483234706168,108.08604490173904,108.29199188463592,3005772
2025-03-09 00:38:46.806230+00:00,108.29199188463592,110.1747697867375,109.44477051765983,109.48443667442491,4423190
2025-03-09 00:53:46.806230+00:00,109.48443667442491,109.19186864385719,107.63870791435464,108.48523214689396,3002988
2025-03-09 01:08:46.806230+00:00,108.48523214689396,109.19702931756095,106.27775482394757,107.49017622088604,8955317
2025-03-09 01:23:46.806230+00:00,107.49017622088604,108.13223102713104,107.39216359555917,108.02240991708597,9430672
2025-03-09 01:38:46.806230+00:00,108.02240991708597,104.22294638599774,103.83292626705129,103.97735134940451,2607375
2025-03-09 01:53:46.806230+00:00,103.97735134940451,100.71308016558055,100.31276331878937,100.46151745636436,3556882
2025-03-09 02:08:46.806230+00:00,100.46151745636436,99.5485259631691,98.614682709453,99.34801537495895,5661651
2025-03-09 02:23:46.806230+00:00,99.34801537495895,99.39127628601975,96.75912754292342,97.36554204639118,4043084
2025-03-09 02:38:46.806230+00:00,97.36554204639118,98.24530094081685,96.56164430942145,97.98920474585877,5565901
2025-03-09 02:53:46.806230+00:00,97.98920474585877,96.57052084653124,95.8905253719101,96.23535785734347,2566733
2025-03-09 03:08:46.806230+00:00,96.23535785734347,94.63589429324504,90.97843262810589,93.56447411767451,8705077
2025-03-09 03:23:46.806230+00:00,93.56447411767451,96.75282787749268,95.23995091380759,96.35735582567457,6280585
2025-03-09 03:38:46.806230+00:00,96.35735582567457,96.56438183524988,95.57904914662348,95.93282536718914,4936315
2025-03-09 03:53:46.806230+00:00,95.93282536718914,97.13878112405195,95.85476148356702,96.07208305576292,9418623
2025-03-09 04:08:46.806230+00:00,96.07208305576292,93.97087455172334,93.34863193245707,93.38248595872908,5236361
2025-03-09 04:23:46.806230+00:00,93.38248595872908,92.49760353831702,90.90975237857566,92.38052210151083,3736541
2025-03-09 04:38:46.806230+00:00,92.38052210151083,92.75182779592024,91.32526341057162,92.5949503634704,2310705
2025-03-09 04:53:46.806230+00:00,92.5949503634704,90.56205298054059,90.31983537731054,90.4968222567936,5880764
2025-03-09 05:08:46.806230+00:00,90.4968222567936,91.28623355156705,90.2546636605419,91.18849130367086,5869005
2025-03-09 05:23:46.806230+00:00,91.18849130367086,91.25089070998636,89.0191697532189,90.10862828631053,3808133
2025-03-09 05:38:46.806230+00:00,90.10862828631053,90.55444973232501,89.39276827870277,89.59343511380641,1468386
2025-03-09 05:53:46.806230+00:00,89.59343511380641,89.19712637098756,88.3048111435968,88.53057001197155,4445609
2025-03-09 06:08:46.806230+00:00,88.53057001197155,93.74538515073067,91.8437598229639,91.88092818583496,8432666
2025-03-09 06:23:46.806230+00:00,91.88092818583496,94.30547660139209,91.80266525642011,91.86531485465389,3389316
2025-03-09 06:38:46.806230+00:00,91.86531485465389,90.3652103660247,88.5834206630468,89.95138132352113,9681636
2025-03-09 06:53:46.806230+00:00,89.95138132352113,91.46285512388717,90.46089248597787,91.45254602670317,7409845
2025-03-09 07:08:46.806230+00:00,91.45254602670317,89.85552861626086,89.11778798234361,89.2555266589205,5063997
2025-03-09 07:23:46.806230+00:00,89.2555266589205,90.47152546638016,89.0330966872813,89.63811444773756,4904986
2025-03-09 07:38:46.806230+00:00,89.63811444773756,87.68168515347871,85.19022667588645,86.2014683299169,2363121
2025-03-09 07:53:46.806230+00:00,86.2014683299169,84.21153780444651,83.4483011694503,83.95017688391154,4646590
2025-03-09 08:08:46.806230+00:00,83.95017688391154,85.04336119996691,82.9791136739919,84.28978769435355,1087856
