datetime,Open,High,Low,Close,Volume
2025-03-05 00:00:00+00:00,100.0,101.41374622705567,100.81065921444176,101.00847952884531,8500960
2025-03-06 00:00:00+00:00,101.00847952884531,100.96537140901904,99.75401245811244,100.73962149105331,4040267
2025-03-07 00:00:00+00:00,100.73962149105333,102.07612616511675,101.64659782014252,102.06327394861012,2180887
2025-03-08 00:00:00+00:00,102.06327394861012,105.33332388084092,103.4389008958701,105.23053879606302,5439850
2025-03-09 00:00:00+00:00,105.23053879606302,105.55908643490407,103.67132962509478,104.74936360570564,8536765
2025-03-10 00:00:00+00:00,104.74936360570564,104.29597972811396,103.77764347240397,104.27042286576902,2896220
2025-03-11 00:00:00+00:00,104.27042286576902,108.16302983222616,107.35149171992911,107.62704896745036,4138744
2025-03-12 00:00:00+00:00,107.62704896745036,110.88879452743733,108.22854867549653,109.30265602143211,9535078
2025-03-13 00:00:00+00:00,109.30265602143211,109.33080536977178,106.48841643439782,108.29199188463592,7935774
2025-03-14 00:00:00+00:00,108.29199188463592,111.84183635860396,108.37385932294582,109.48443667442493,2367223
2025-03-15 00:00:00+00:00,109.48443667442493,109.3176909318666,106.48815546350149,108.48523214689396,3428081
2025-03-16 00:00:00+00:00,108.48523214689396,108.42783521050823,106.11475668445996,107.49017622088604,5273445
2025-03-17 00:00:00+00:00,107.49017622088604,108.22046037007486,107.34746583184943,108.02240991708597,4184790
2025-03-18 00:00:00+00:00,108.02240991708597,106.25425043913582,103.95022256645605,103.97735134940451,7681935
2025-03-19 00:00:00+00:00,103.97735134940451,101.27354617940593,99.94146934915133,100.46151745636436,7689142
2025-03-20 00:00:00+00:00,100.46151745636436,100.1822623598356,98.62700329988442,99.34801537495896,5990961
2025-03-21 00:00:00+00:00,99.34801537495895,97.94914394461395,97.18369557379557,97.36554204639118,4646804
2025-03-22 00:00:00+00:00,97.36554204639118,100.07039327574124,97.2490110176598,97.98920474585877,1647296
2025-03-23 00:00:00+00:00,97.98920474585877,96.74132008391089,95.6468615112728,96.23535785734347,2549302
2025-03-24 00:00:00+00:00,96.23535785734347,94.27475260031272,92.24833905979057,93.56447411767452,4122951
